ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
7881	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	15	comment	ahoana	karakory
7882	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	16	ne pas	tsy	ehe
7883	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	17	tout	rehetra	jiaby
7884	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	18	beaucoup	betsaka	fontry
7885	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	19	quelques	vitsivitsy	hely
7886	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	20	peu	kely	hely
7887	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	21	autre	hafa	hafa
7888	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	22	un	iray	araiky
7889	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	23	deux	roa	aro
7890	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	24	trois	telo	telo
7891	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	25	quatre	efatra	efatra
7892	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	26	cinq	dimy	dimy
7893	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	27	grand	lehibe	maventy
7894	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	28	long	lava	lava
7895	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	29	large	malalaka	malalaka
7896	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	30	épais	matevina	matomboko
7897	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	31	lourd	mavesatra	mavesatra
7898	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	32	petit	kely	madiniky
7899	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	33	court	fohy	fohy
7900	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	34	étroit	tery	maety
7901	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	35	fin	manify	matify
7902	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	36	femme	vehivavy	viavy
7903	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	37	homme (mâle adulte)	lehilahy	lalahy
7904	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	38	homme (être humain)	olona	olo
7905	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	39	enfant	zaza	gamadiniky
7906	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	40	femme (épouse)	vady	vady
7907	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	41	mari	vady	vady
7908	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	42	mère	reny	mama
7909	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	43	père	ray	baba
7910	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	44	animal	biby	kaka
7911	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	45	poisson	trondro	loko
7912	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	46	oiseau	vorona	vorogno
7913	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	47	chien	alika	kiva
7914	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	48	pou	hao	hao
7915	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	49	serpent	bibilava	biby
7916	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	50	ver	kankana	hankagna
7917	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	51	arbre	hazo	kakazo
7918	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	52	forêt	ala	atiala
7919	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	53	bâton	kibay	koboay
7920	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	54	fruit	voankazo	voankazo
7921	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	55	graine	voa	vihiny
7922	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	56	feuille	ravina	ravigny
7923	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	57	racine	faka	vahiny
7924	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	58	écorce	hodi-kazo	hoditry kakazo
7925	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	59	fleur	voninkazo	folera
7926	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	60	herbe	ahitra	ahitry
7927	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	61	corde	tady	tady
7928	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	62	peau	hoditra	hoditry
7929	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	63	viande	hena	hena
7930	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	64	sang	ra	ra
7931	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	65	os	taolana	taholagna
7932	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	66	graisse (matière)	taviny	taviny
7933	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	67	œuf	atody	antody
7934	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	68	corne	tandroka	tandroko
7935	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	69	queue	rambo	vilimbondiny
7936	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	70	plume	volom-borona	volovolony
7937	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	71	cheveux	volo	vorondoha
7938	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	72	tête	loha	talandoha
7939	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	73	oreille	sofina	tadigny
7940	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	74	œil	maso	maso
7941	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	75	nez	orona	orogno
7942	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	76	bouche	vava	vava
7943	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	77	dent	nify	nify
7944	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	78	langue	lela	lela
7945	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	79	ongle	hoho	angofo
7946	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	80	pied	tongotra	hongotro
7947	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	81	jambe	ranjo	vavitsy
7948	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	82	genou	lohalika	lohalitry
7949	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	83	main	tanana	tanagna
7950	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	84	aile	elatra	helatra
7951	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	85	ventre	kibo	boko
7952	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	86	entrailles	tsinay	tsinay
7953	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	87	cou	vozona	ambozogno
7954	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	88	dos	lamosina	tahezagna
7955	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	89	poitrine	tratra	tratra
7956	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	90	cœur	fo	fo
7957	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	91	foie	aty	aty
7958	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	92	boire	misotro	homagna
7959	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	93	manger	mihinana	homagna
7960	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	94	mordre	manaikitra	magnekitry
7961	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	95	sucer	mifiaka	milelatra
7962	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	96	cracher	mandrehoka	mandrehoko
7963	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	97	vomir	mandoa	mandoa
7964	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	98	souffler	mitsoka	milefa
7965	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	99	respirer	miaina	miaigny
7966	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	100	rire	mihomehy	mimoehy
7967	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	101	voir	mahita	mahita
7968	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	102	entendre	mihaino	mitandregny
7969	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	103	savoir	mahay	mahay
7970	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	104	penser	mieritreritra	mieritreritra
7971	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	105	sentir (par le nez)	manimbolo	mifofogno
7972	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	106	craindre	matahotra	matahotra
7973	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	107	dormir	matory	mandry
7974	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	108	vivre	velona	velogno
7975	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	109	mourir	maty	maty
7976	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	110	tuer	mamono	mamono
7977	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	111	se battre	miady	miady
7978	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	112	chasser	mihaza	mizora
7979	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	113	frapper	mikapoka	mamopoko
7980	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	114	couper	mandidy	manapaka
7981	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	115	fendre (diviser)	mamaky	mamaky
7982	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	116	poignarder	manatsatoka antsy	monombo kiso
7983	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	117	gratter	mikiky	mikiky
7984	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	118	creuser	mangady	mangady
7985	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	119	nager	milomano	milomagno
7986	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	120	voler	manidina	manidigny
7987	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	121	aller	mandeha	mandeha
7988	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	122	venir	avy	avy
7989	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	123	être couche	mandry	mandry
7990	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	124	être assis	mipetraka	mantotry
7991	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	125	être debout	mitsangana	mitsangana
7992	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	126	tourner	mihodina	mihodigny
7993	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	127	tomber	mianjera	lavo
7994	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	128	donner	manome	mangame
7995	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	129	tenir	mitantana	mitantagna
7996	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	130	presser (comme un citron)	manery	manery
7997	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	131	frotter	manakasoka	magnakasiky
7998	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	132	laver	manasa	manasa
7999	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	133	essuyer	mamafa	mamafa
8000	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	134	tirer	mitifitra	mitifitry
8001	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	135	pousser	manosika	manosiky
8002	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	136	jeter (lancer)	manoraka	manoraka
8003	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	137	lier	mamehy	mamehy
8004	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	138	coudre	manjaitra	manjaitry
8005	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	139	compter	manisa	magnisa
8006	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	140	dire	milaza	mivolagna
8007	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	141	chanter	mihira	mihira
8008	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	142	jouer	milalao	midaola
8009	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	143	flotter	mitsinkafona	miempo
8010	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	144	couler	mikoriana	mikoriagna
8011	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	145	geler	mandry	mandry
8012	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	146	gonfler	mibontsina	mivonto
8013	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	147	soleil	masoandro	masova
8014	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	148	lune	volana	davolagna
8015	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	149	étoile	kintana	lakitagna
8016	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	150	eau	rano	rano
8017	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	151	pluie	orana	oragnandro
8018	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	152	rivière	renirano	tegna rano
8019	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	153	lac	farihy	farihy
8020	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	154	mer	ranomasina	ranomasigny
8021	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	155	sel	sira	sira
8022	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	156	pierre	vato	vato
8023	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	157	sable	fasika	halagnana
8024	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	158	poussière	vovoka	vovoko
8025	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	159	terre	tany	tany
8026	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	160	nuage	rahona	rondro
8027	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	161	brouillard	zavona	zavogno
8028	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	162	ciel	lanitra	lanitry
8029	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	163	vent	rivotra	rivotro
8030	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	164	neige	ranomandry	glasy
8031	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	165	glace	ranomandry	glasy
8032	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	166	fumée	setroka	emboko
8033	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	167	feu	afo	afo
8034	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	168	cendre	lavenona	jofo
8035	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	169	brûler	mandoro	magnoro
8036	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	170	route	lalana	lalagna
8037	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	171	montagne	tendrombohitra	tanety
8038	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	172	rouge	mena	mena
8039	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	173	vert	maitso	maitso
8040	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	174	jaune	mavo	hasaka
8041	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	175	blanc	fotsy	fotsy
8042	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	176	noir	mainty	maintigny
8043	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	177	nuit	alina	aligny
8044	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	178	jour	andro	andro
8045	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	179	an (année)	taona	taogno
8046	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	180	chaud	mafana	mafana
8047	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	181	froid	mangatsiaka	mangatsiaka
8048	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	182	plein	feno	feno
8049	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	183	nouveau	vaovao	vao
8050	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	184	vieux	antitra	antitry
8051	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	185	bon	tsara	tsara
8052	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	186	mauvais	ratsy	ratsy
8053	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	187	pourri	lo	iho
8054	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	188	sale	maloto	maloto
8055	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	189	droit	mahitsy	mahitsy
8056	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	190	rond	boribory	boribory
8057	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	191	tranchant	maranitra	maragnitry
8058	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	192	émoussé	dombo	lentigny
8059	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	193	lisse	malama	malamatra
8060	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	194	mouillé	mando	mandoa
8061	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	195	sec	maina	maigny
8062	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	196	juste (correct)	mety	manjary
8063	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	197	près	akaiky	mariny
8064	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	198	loin	lavitra	lavitry
8065	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	199	droite	havanana	akavanana
8066	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	200	gauche	havia	ankavia
8067	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	201	à	any	angy
8068	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	202	dans	anaty	angatiny
8069	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	203	avec	amin'ny	aminy
8070	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	204	et	sy	sy
8071	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	205	si	raha	koa
8072	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	206	parce que	satria	satria
8073	Betsimisaraka (Mananara)	39-Betsimisaraka.Mananara.txt	207	nom	anarana	agnaragna
8074	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	1	je	izaho	zaho
8075	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	2	tu	ianao	anao
8076	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	3	il	izy	izy
8077	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	4	nous	isika	atsika
8078	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	5	vous	ianareo	areo
8079	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	6	ils	izy ireo	zareo
8080	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	7	ceci	ity	toy
8081	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	8	cela	izany	zany
8082	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	9	ici	eto	aketo
8083	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	10	là	ao	aroy
8084	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	11	qui	iza	azovy
8085	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	12	que (qu'est-ce que; quoi)	inona	ino
8086	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	13	où	aiza	aiza
8087	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	14	quand	oviana	afriagna
8088	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	15	comment	ahoana	nagnakory
8089	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	16	ne pas	tsy	aza
8090	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	17	tout	rehetra	jiaby
8091	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	18	beaucoup	betsaka	fontry
8092	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	19	quelques	vitsivitsy	vitsy
8093	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	20	peu	kely	hely
8094	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	21	autre	hafa	hafa
8095	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	22	un	iray	araiky
8096	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	23	deux	roa	aroa
8097	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	24	trois	telo	telo
8098	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	25	quatre	efatra	efatra
8099	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	26	cinq	dimy	dimy
8100	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	27	grand	lehibe	geda
8101	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	28	long	lava	lava
8102	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	29	large	malalaka	malalaka
8103	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	30	épais	matevina	matevigny
8104	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	31	lourd	mavesatra	mavesatra
8105	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	32	petit	kely	hely
8106	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	33	court	fohy	fohy
8107	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	34	étroit	tery	mahety
8108	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	35	fin	manify	matify
8109	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	36	femme	vehivavy	vaiavy
8110	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	37	homme (mâle adulte)	lehilahy	lalahy
8111	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	38	homme (être humain)	olona	ologno
8112	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	39	enfant	zaza	zaza
8113	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	40	femme (épouse)	vady	vady
8114	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	41	mari	vady	vady
8115	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	42	mère	reny	niny
8116	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	43	père	ray	baba
8117	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	44	animal	biby	biby
8118	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	45	poisson	trondro	lako
8119	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	46	oiseau	vorona	vorogno
8120	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	47	chien	alika	fandroaka
8121	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	48	pou	hao	ahao
8122	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	49	serpent	bibilava	bibilava
8123	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	50	ver	kankana	hankangna
8124	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	51	arbre	hazo	kakazo
8125	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	52	forêt	ala	atiala
8126	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	53	bâton	kibay	kobay
8127	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	54	fruit	voankazo	voankazo
8128	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	55	graine	voa	ambeo
8129	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	56	feuille	ravina	ravigny
8130	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	57	racine	faka	vahany
8131	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	58	écorce	hodi-kazo	hodikakazo
8132	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	59	fleur	voninkazo	felagna
8133	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	60	herbe	ahitra	ahitry
8134	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	61	corde	tady	tady
8135	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	62	peau	hoditra	hoditry
8136	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	63	viande	hena	hena
8137	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	64	sang	ra	lio
8138	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	65	os	taolana	taholagna
8139	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	66	graisse (matière)	taviny	jabora
8140	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	67	œuf	atody	atody
8141	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	68	corne	tandroka	ampondo
8142	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	69	queue	rambo	rambo
8143	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	70	plume	volom-borona	volomborogno
8144	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	71	cheveux	volo	volo
8145	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	72	tête	loha	loha
8146	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	73	oreille	sofina	sofigny
8147	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	74	œil	maso	maso
8148	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	75	nez	orona	horogno
8149	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	76	bouche	vava	vava
8150	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	77	dent	nify	nify
8151	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	78	langue	lela	lela
8152	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	79	ongle	hoho	angofo
8153	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	80	pied	tongotra	tongotro
8154	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	81	jambe	ranjo	bokombavitsy
8155	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	82	genou	lohalika	lohalitry
